Cliente;Material;Tipo material;Texto breve de material;Nombre Fabricante;Numero Pieza de Fabricante;Centro área pl.nec.;Almacén;Caract.planif.nec.;Punto de pedido;Stock alm.máx.;Grupo de compras;Denominación GrpComp;Rubro;SubRubro;Unidad de peso;TIPO DOC;ESTADO ITEM;NRO. VA01/VA21;NRO. OC;FECHA RECEPCION;FECHA PICKING;FECHA CONTABILIZACION VL;FECHA ENTREGA ESPERADA;FECHA DE EMISION NECESIDAD;GRUPO DE COMPRA OC;NRO. SOLPED
00314 CASA Olavarría;1003694;ZSTO;PIN STOP;DAEMO ENGI;B36610143;MM01;26;V1;1;3;C29;FILTROS/RESPUESTOS;REPUESTOS;DAEMO;KG;ZPAS;SIN TRATAMIENTO;1000081909;;;;;13/2/2026;28/1/2026;;
00314 CASA Olavarría;1004282;ZSTO;KIT SELLO MARTILLO;DAEMO ENGI;B36680041;MM01;26;RE;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;DAEMO B300;KG;ZPAN;RECEPCIONADO;1000084302;4500122305;30/4/2026;;;20/5/2026;6/3/2026;C29;10144761
00314 CASA Olavarría;1003742;ZSTO;COUMPLING SCREW;DAEMO ENGI;00605A0000002;MM01;26;RE;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;DAEMO B-Series;KG;ZPAN;RECEPCIONADO;1000084302;4500122305;30/4/2026;;;20/5/2026;6/3/2026;C29;10144761
00314 CASA Olavarría;1055004;ZSTO;KIT PASTILLA DE FRENO -  F. RUTA HD465;;566-32-53221;MM01;26;V1;2;4;C03;EQUIPOS;REPUESTOS;?;KG;ZPAN;ADJUDICADO;1000085797;4500124213;;;;22/4/2026;31/3/2026;C03;10146657
00314 CASA Olavarría;1016259;ZSTO;Filtro Cabina Polen de Entrada;ATLAS COPC;2653252367;MM01;26;V1;1;2;F05;FILTRO AIRE CABINA;FILTROS;PERFORADORA ATLAS T45-12;KG;ZPAS;SIN TRATAMIENTO;1000086827;;;;;4/5/2026;18/4/2026;;
00314 CASA Olavarría;1016260;ZSTO;Filtro Cabina Polen Exterior;ATLAS COPC;2653252359;MM01;26;V1;1;2;F05;FILTRO AIRE CABINA;FILTROS;PERFORADORA ATLAS T45-12;KG;ZPAS;SIN TRATAMIENTO;1000086827;;;;;4/5/2026;18/4/2026;;
00314 CASA Olavarría;1035683;ZSTO;ALZA CRISTAL DERECHO;;56B-54-14361;MM01;26;RE;1;2;C03;EQUIPOS;REPUESTOS;KOMATSU HD785;KG;ZPAN;ADJUDICADO;1000087375;4500126606;;;;19/5/2026;28/4/2026;C03;10148743
00314 CASA Olavarría;1055695;ZSTO;TECLA LEVANTA CRISTAL;;426-56-21490;MM01;26;RE;1;2;C03;EQUIPOS;REPUESTOS;?;KG;ZPAN;EMBALADO;1000087522;4500126745;10/6/2026;10/6/2026;;20/5/2026;29/4/2026;C03;10148886
00314 CASA Olavarría;1001961;ZSTO;CINTA AISLADORA NEGRA X10MT;;;MR01;314;V1;13;23;C27;FERRETERIA MR01;FERRETERIA;INSUMOS;KG;ZPAS;SIN TRATAMIENTO;1000088520;;;;;1/6/2026;16/5/2026;;
00223 Comp Amb Santa Fe;1001757;ZSTO;BOTIN MARRON/NEGRO FLOR P.ACERO N 41;CONWORK // VORAN // CALZADOS A // // // // BORIS;53BAF // CRONOS N T41 // ESCORPIO PRUS 1050 T41 // RINGO MOD BOLT TALLE 41 // RINGO-MOD PUNCH TALLE 41 // SKIWAY MOD. 3243 T41 // 3305 T41;MR01;223;V1;1;2;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;CALZADO;KG;ZPAS;EMBALADO;1000089128;;;28/5/2026;;16/6/2026;27/5/2026;;
00223 Comp Amb Santa Fe;1001744;ZSTO;BOTA GOMA P.ACERO N 40;;;MR01;223;V1;2;3;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;CALZADO;KG;ZPAS;EMBALADO;1000089128;;;28/5/2026;;16/6/2026;27/5/2026;;
00314 CASA Olavarría;1056409;ZSTO;SENSOR DE PRESION;;418-43-37681;MM01;26;RE;1;3;C03;EQUIPOS;;;KG;ZPAN;ADJUDICADO;1000089141;4500129372;;;;16/6/2026;27/5/2026;C03;10151077
00314 CASA Olavarría;1024751;ZSTO;TAPA TANQUE COMB.;;349-7059;MM01;26;RE;1;1;C03;EQUIPOS;?;?;KG;ZPAN;SIN TRATAMIENTO;1000089532;;;;;24/6/2026;3/6/2026;;10151547
00223 Comp Amb Santa Fe;1003031;ZSTO;FILTRO DE COMBUSTIBLE;CATERPILLA;1R1804;MR01;223;V1;2;3;F06;FILTRO COMBUSTIBLE;FILTROS;CAT;KG;ZPAS;EMBALADO;1000089620;;;5/6/2026;;25/6/2026;4/6/2026;;
00223 Comp Amb Santa Fe;1001682;ZSTO;MAMEL. 1°CAL. DESC. LAMIN.BLANCO 60GR.XL;;FABRICANTE:DUPONT | MODELO:TYVEK 500;MR01;223;V1;7;15;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;EMBALADO;1000089687;;;5/6/2026;;25/6/2026;4/6/2026;;
00314 CASA Olavarría;1003096;ZSTO;FILTRO DE AIRE TANQUE DE COMBUSTIBLE;VOLVO CONS // DONALDSON;21743197 // P954869;MM01;26;V1;6;12;F06;FILTRO COMBUSTIBLE;FILTROS;VOLVO 330 // VOLVO FM460;KG;ZPAS;EMBALADO;1000089724;;;8/6/2026;;19/6/2026;5/6/2026;;
00314 CASA Olavarría;1016512;ZSTO;Filtro Primario Admision;VOLVO MAQU;VOE17500266;MM01;26;V1;1;3;F04;FILTRO AIRE;FILTROS;FILTRO AIRE;KG;ZPAS;EMBALADO;1000089733;;;8/6/2026;;19/6/2026;5/6/2026;;
00314 CASA Olavarría;1016513;ZSTO;Filtro Secundario Admision;VOLVO MAQU;VOE17500268;MM01;26;V1;1;3;F04;FILTRO AIRE;FILTROS;FILTRO AIRE;KG;ZPAS;EMBALADO;1000089733;;;8/6/2026;;19/6/2026;5/6/2026;;
00314 CASA Olavarría;1017879;ZSTO;Filtro Admision Primario;CATERPILLA;4969841;MM01;26;V1;1;3;F04;FILTRO AIRE;FILTROS;FILTRO AIRE;KG;ZPAN;ADJUDICADO;1000089795;4500129955;;;;29/6/2026;8/6/2026;C01;10151892
00314 CASA Olavarría;1001876;ZSTO;CINTA EMBALAR TRANSPARENTE 48MM X 100 MT;SCOTCH;;MR01;314;V1;6;11;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000089854;;;10/6/2026;;23/6/2026;8/6/2026;;
00314 CASA Olavarría;1001983;ZSTO;VIDRIOP CARETASOLDADOR50X105MMTINTE11;;;MR01;314;V1;1;3;C27;FERRETERIA MR01;SOLDADURA;ACCESORIOS;KG;ZPAS;EMBALADO;1000089854;;;10/6/2026;;23/6/2026;8/6/2026;;
00314 CASA Olavarría;1002899;ZSTO;FILTRO COMBUSTIBLE;FLEETGUARD // DONALDSON;FF5488 // P550774;MM01;26;V1;1;2;F06;FILTRO COMBUSTIBLE;FILTROS;VW 31-320-19360;KG;ZPAS;EMBALADO;1000089889;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1002970;ZSTO;FILTRO DE AIRE SECUNDARIO;CATERPILLA;1063973;MM01;26;V1;1;2;F04;FILTRO AIRE;FILTROS;CAT 988;KG;ZPAS;SIN TRATAMIENTO;1000089889;;;;;24/6/2026;9/6/2026;;
00365 RIO TINTO;1002010;ZSTO;CAMISA JEAN T.58 C LOGO;;;U365;365;V1;12;20;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087713;4500127664;29/5/2026;;;4/6/2026;4/5/2026;C28;10149101
00314 CASA Olavarría;1002976;ZSTO;FILTRO DE AIRE PRIMARIO;CATERPILLA;1063969;MM01;26;V1;1;2;F04;FILTRO AIRE;FILTROS;CAT 988;KG;ZPAS;EMBALADO;1000089889;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1004313;ZSTO;ACEITE TRANSMISSION OIL AT102 X 200LTS;VOLVO CONS;VOE15143389 / 97342;MM01;26;V1;1;3;C29;FILTROS/RESPUESTOS;LUBRICANTES;LUBRICANTES;KG;ZPAS;SIN TRATAMIENTO;1000089889;;;;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1016449;ZSTO;Filtro Aceite Motor;VOLKSWAGEN //;2T0115561 // LF9009;MM01;26;V1;1;2;F03;FILTRO ACEITE;FILTROS;DELIVERY 11.180;KG;ZPAS;SIN TRATAMIENTO;1000089889;;;;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1001868;ZSTO;FILMSTRECHMANUALXBOBINAx2,70KG;;MEDIDAS 0,50X200METROSX2;MR01;314;V1;2;5;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000089896;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1001879;ZSTO;CINTA DE ENMASCARAR 24 MM XROLLO;;;MR01;314;V1;2;5;C17;INSUMOS A;LIBRERIA;CINTAS ADHESIVAS;KG;ZPAS;EMBALADO;1000089896;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1001707;ZSTO;CHALECOGRAFANARANJACONREFLETIVOT.XLC2;;MÚLT. 12U;MR01;314;V1;3;6;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAS;EMBALADO;1000089896;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1000037;ZSTO;FILTRO VENTILACION TANQUE HIDRAULICO;VOLVO CONS;VOE11707077;MM01;26;V1;1;3;F04;FILTRO AIRE;FILTROS;CARGADORA VOLVO L220G;KG;ZPAS;EMBALADO;1000089897;;;10/6/2026;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1035362;ZSTO;JUEGO FILTRO;;VOE17410279;MM01;26;V1;1;3;C03;EQUIPOS;;;KG;ZPAS;SIN TRATAMIENTO;1000089921;;;;;24/6/2026;9/6/2026;;
00314 CASA Olavarría;1017884;ZSTO;Filtro Venteo Tanque Hidraulico;CATERPILLA;5221451;MM01;26;V1;1;2;F07;FILTRO FLUIDO HIDR;FILTROS;FILTRO HIDRAULICO;KG;ZPAS;PICKEADO PARCIAL;1000089948;;;;;25/6/2026;10/6/2026;;
00341 Mov. Suelos San Luis;1000010;ZSTO;FILTRO AIRE;MOTORCRAFT;B69X9601;MM01;35;V1;1;2;F04;FILTRO AIRE;FILTROS;F-100 INT 86577 - 578;KG;ZPAS;DESPACHADO;1000087842;;;2/6/2026;5/6/2026;26/6/2026;5/5/2026;;
00341 Mov. Suelos San Luis;1002673;ZSTO;FILTRO AIRE 1;MANITOU;563416;MM01;35;V1;1;2;F04;FILTRO AIRE;FILTROS;MANITOU;KG;ZPAS;DESPACHADO;1000087842;;;2/6/2026;5/6/2026;26/6/2026;5/5/2026;;
00365 RIO TINTO;1042779;ZSTO;CORREA ALTERNADOR;SERVICAM R;8PK1546;U365;365;V1;2;3;AGV;COMPRAS AGV;CORREAS;?;KG;ZPAN;ADJUDICADO;1000073641;4500110665;;;;23/9/2025;9/9/2025;AGV;10130533
00365 RIO TINTO;1055825;ZSCD;PANTALON JEAN C/LOGO T.56;;;U365;365;V1;9;16;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087907;4500127664;8/6/2026;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1055826;ZSCD;PANTALON JEAN C/LOGO T.54;;;U365;365;V1;12;20;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087907;4500127664;8/6/2026;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1055828;ZSCD;PANTALON JEAN C/LOGO T.50;;;U365;365;V1;17;30;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087907;4500127664;8/6/2026;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1055834;ZSCD;PANTALON JEAN C/LOGO T.38;;;U365;365;V1;15;25;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087907;4500127664;8/6/2026;;;10/6/2026;6/5/2026;C28;10149461
00341 Mov. Suelos San Luis;1003126;ZSTO;FILTRO SECADO DE AIRE;VOLVO CONS // VOLVO CONS // VOLVO CONS //;21412848 // 22223804 // 23260134 // 23690622;MM01;35;V1;1;2;F11;FILTRO SECADOR DE;FILTROS;VOLVO FM460;KG;ZPAS;DESPACHADO;1000089085;;;2/6/2026;5/6/2026;15/6/2026;26/5/2026;;
00341 Mov. Suelos San Luis;1001841;ZSTO;CAMARA 12.00 R20;;MARCA DONGAH // MARCA PIRELLI;MM01;35;V1;4;6;C52;CAMARAS;CUBIERTAS;CUBIERTAS;KG;ZPAS;DESPACHADO;1000089085;;;2/6/2026;5/6/2026;15/6/2026;26/5/2026;;
00341 Mov. Suelos San Luis;1001708;ZSTO;GUANTE POLIAMIDA LAMINADO PALMAPU-TALLE9;;MÚLT. 12U;MR01;341;V1;288;360;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAS;DESPACHADO;1000089246;;;1/6/2026;4/6/2026;17/6/2026;28/5/2026;;
00341 Mov. Suelos San Luis;1001716;ZSTO;TAPON AUDITIVO;LIBUS // 3M // MSA // STEELPRO //;QUANTUM-REUSABLE (MÚLT. 50U) // ULTRAFIT UF-01-000 // MSA WAVEFIT // STEELPRO REUSABLE PLUG // DEPASCALE-UCU010T;MR01;341;V1;12;15;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAS;DESPACHADO;1000089246;;;1/6/2026;4/6/2026;17/6/2026;28/5/2026;;
00341 Mov. Suelos San Luis;1001888;ZSTO;BOLSAS RESIDUOS XUN 102X130 NEGRA;;;MR01;341;V1;96;120;C17;INSUMOS A;LIMPIEZA;LIMPIEZA /SEGURIDAD;KG;ZPAS;DESPACHADO;1000089246;;;1/6/2026;4/6/2026;17/6/2026;28/5/2026;;
00341 Mov. Suelos San Luis;1001893;ZSTO;BOLSARESIDUPLASTICA60X90NEGRAXROLLOX10UN;;;MR01;341;V1;18;24;C17;INSUMOS A;LIMPIEZA;BOLSAS;KG;ZPAS;DESPACHADO PARCIAL;1000089246;;;1/6/2026;4/6/2026;17/6/2026;28/5/2026;;
00365 RIO TINTO;1018914;ZSSD;FILTRO DEL RESPIRADERO;SANY HEAVY;60186788;U365;365;V1;1;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;ADJUDICADO;1000066584;4500100720;;;;31/5/2025;11/5/2025;AGV;10121148
00365 RIO TINTO;1018911;ZSSD;FILTRO COLADOR COMBUSTIBLE;SANY HEAVY;60117826;U365;365;V1;2;3;AGV;COMPRAS AGV;REPUESTOS;FILTROS;KG;ZPAN;ADJUDICADO;1000070808;4500114367;;;;6/8/2025;23/7/2025;AGV;10126793
00365 RIO TINTO;1018864;ZSSD;CORREA ALTERNADOR;KOBELCO CO;VHSZ91049258;U365;365;V1;6;9;AGV;COMPRAS AGV;REPUESTOS;AUTOMOTOR;KG;ZPAN;ADJUDICADO;1000073104;4500111070;;;;19/9/2025;1/9/2025;AGV;10129814
00365 RIO TINTO;1034629;ZSTO;JUNTA TAPA PRINCIPAL;DBT S.A. //;3036097 // 119717-11331;U365;365;V1;1;2;C03;EQUIPOS;REPUESTOS;HIMOINSA LTA 8 V LED;KG;ZPAN;EMBALADO;1000074081;4500127079;9/6/2026;9/6/2026;;24/4/2026;15/9/2025;C03;10131075
00365 RIO TINTO;1042786;ZSTO;FILTRO HIDRAULICO DE ALTA PRESION;HIFI FILTE;60247816 / HIFI SH85069;U365;365;V1;2;3;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;ADJUDICADO;1000078730;4500116346;;;;22/12/2025;1/12/2025;AGV;10137152
00365 RIO TINTO;1028119;ZSSD;FILTRO HIDRAULICO DE SUCCION;TEREX;709-7783;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;REPUESTOS;FILTRO;KG;ZPAN;ADJUDICADO;1000080954;4500122795;;;;3/2/2026;13/1/2026;AGV;10140236
00365 RIO TINTO;1018912;ZSSD;FILTRO HIDRAULICO;SANY HEAVY;60205016;U365;365;V1;1;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;ADJUDICADO;1000082403;4500120151;;;;18/2/2026;4/2/2026;AGV;10142282
00365 RIO TINTO;1028207;ZSSD;BULONES SHANTUI;;175-71-11454 - SHANTUI;U365;365;V1;19;33;AGV;COMPRAS AGV;REPUESTOS;?;KG;ZPAN;ADJUDICADO;1000082403;4500121143;;;;18/2/2026;4/2/2026;AGV;10142282
00365 RIO TINTO;1049602;ZSTO;FILTRO ACEITE MOTOR;;YUCHAI 111000-1012240A O K11-1012240-02;U365;365;V1;2;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000082403;;;;;18/2/2026;4/2/2026;;10142282
00365 RIO TINTO;1049604;ZSTO;FILTRO ACEITE MOTOR;;YUCHAI 160101060005A003;U365;365;V1;2;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000082403;;;;;18/2/2026;4/2/2026;;10142282
00365 RIO TINTO;1049605;ZSTO;FILTRO COMBUSTIBLE;;YUCHAI 111000-1105140;U365;365;V1;2;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000082403;;;;;18/2/2026;4/2/2026;;10142282
00365 RIO TINTO;1049607;ZSTO;FILTRO TRAMPA DE AGUA;;YUCHAI 130200-1105350;U365;365;V1;2;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000082403;;;;;18/2/2026;4/2/2026;;10142282
00365 RIO TINTO;1018869;ZSSD;CANTONERA HENSLEY;HENSLEY;K40;U365;365;V1;4;6;AGV;COMPRAS AGV;REPUESTOS;EQUIPOS;KG;ZPAN;SIN TRATAMIENTO;1000085208;;;;;17/4/2026;20/3/2026;;10145881
00365 RIO TINTO;1048886;ZSTO;FILTRO AIRE PRIMARIO ADMISION;SANY HEAVY;400-038-9991;U365;365;V1;5;8;C29;FILTROS/RESPUESTOS;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000086187;;;;;8/5/2026;8/4/2026;;10147132
00365 RIO TINTO;1017005;ZSSD;CADENA PLASTICA ROJA Y BLANCA X ML;;MÚLT. 50/100 MTS;U365;365;V1;89;157;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;SEGURIDAD;KG;ZPAN;ADJUDICADO;1000086353;4500125316;;;;11/5/2026;10/4/2026;C28;10147343
00365 RIO TINTO;1016652;ZSSD;CMASTRA FILTRO DE CABINA;DONALDSON;IVECO/2995964/MANNCU4594/DONALD P787450;U365;365;V1;6;9;AGV;COMPRAS AGV;REPUESTOS;FILTROS;KG;ZPAN;SIN TRATAMIENTO;1000086684;;;;;18/5/2026;16/4/2026;;10147783
00365 RIO TINTO;1001814;ZSTO;LIQUIDO FRENO X1LT;WAGNER;;U365;365;V1;5;8;C29;FILTROS/RESPUESTOS;LUBRICANTES;ADITIVOS;KG;ZPAS;SIN TRATAMIENTO;1000086861;;;;;4/5/2026;20/4/2026;;
00365 RIO TINTO;1027021;ZSTO;Aceite Caja de Engranaje 85W90 GL-5;VOLVO MAQU;BALDE DE 20LTS;U365;365;RE;1;2;C29;FILTROS/RESPUESTOS;LUBRICANTES;?;KG;ZPAS;SIN TRATAMIENTO;1000087303;;;;;11/5/2026;27/4/2026;;
00365 RIO TINTO;1028213;ZSSD;FILTRO COLADOR COMBUSTIBLE;KOMATSU HO;07056-18416 - SHANTUI;U365;365;V1;1;2;C03;EQUIPOS;REPUESTOS;FILTRO;KG;ZPAN;ADJUDICADO;1000087433;4500126543;;;;28/5/2026;28/4/2026;C29;10148792
00365 RIO TINTO;1001795;ZSTO;ACEITE 85W140 X 205L;YPF S.A. // YPF S.A.;85W140 // 123192;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;LUBRICANTES;ACEITES;KG;ZPAS;SIN TRATAMIENTO;1000087710;;;;;18/5/2026;4/5/2026;;
00365 RIO TINTO;1001702;ZSTO;GUANTE SOLDADOR COSTURA KEVLAR;;;U365;365;V1;6;10;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;GUANTE;KG;ZPAN;ADJUDICADO;1000087713;4500126853;;;;4/6/2026;4/5/2026;C28;10149101
00365 RIO TINTO;1001726;ZSTO;SUSPENSION CREMALLERA;LIBUS // 3M // MSA // STEELPRO //;MILENIUM // SUSPENSIÓN RATCHET H-700 // FAS-TRAC III // RATCHET STEELPRO // DEPASCALE-UCU2120PC ARNES FAS TRACK III;U365;365;V1;23;39;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;ACCESORIO SEGURIDAD;KG;ZPAN;ADJUDICADO;1000087713;4500126853;;;;4/6/2026;4/5/2026;C28;10149101
00365 RIO TINTO;1002055;ZSTO;MEDIAS TERMICAS T. UNICO PARA -10 GRADOS;;;U365;365;V1;86;150;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087713;4500126853;;;;4/6/2026;4/5/2026;C28;10149101
00365 RIO TINTO;1003179;ZSTO;FILTRO DE TRANSMISION (CARTUCHO);CATERPILLA;3761288;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;CAT 950;KG;ZPAN;EMBALADO;1000087713;4500127404;9/6/2026;9/6/2026;;4/6/2026;4/5/2026;C29;10149101
00365 RIO TINTO;1025997;ZSSD;FILTRO HIDRAULICO;KOBELCO CO;YN52V01026P1;U365;365;V1;1;2;AGV;COMPRAS AGV;REPUESTOS;FILTRO;KG;ZPAN;SIN TRATAMIENTO;1000087713;;;;;4/6/2026;4/5/2026;;10149101
00365 RIO TINTO;1055824;ZSCD;PANTALON JEAN C/LOGO T.58;;;U365;365;V1;9;16;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087907;4500127664;;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1055850;ZSCD;CAMPERA 2 PIEL C/LOGO T. S;;;U365;365;V1;9;16;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;ADJUDICADO;1000087907;4500127664;;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1055851;ZSCD;CAMPERA 2 PIEL C/LOGO T. M;;;U365;365;V1;15;25;C28;SEGURIDAD/ROPA/EPP;SEGURIDAD;INDUMENTARIA;KG;ZPAN;CUMPLIDO PARCIAL;1000087907;4500127664;29/5/2026;;;10/6/2026;6/5/2026;C28;10149461
00365 RIO TINTO;1009476;ZSTO;"PANTALON TERMICO ""ROJO"" T L";;;U365;365;V1;24;41;C28;SEGURIDAD/ROPA/EPP;ROPA;INDUMENTARIA -15;KG;ZPAN;ADJUDICADO;1000088022;4500127263;;;;8/6/2026;8/5/2026;C28;10149624
00365 RIO TINTO;1018843;ZSSD;PROTECTOR P/CAMARA 16.00 R25;UNIMAX LTÉ;;U365;365;V1;8;14;C03;EQUIPOS;CUBIERTAS;CUBIERTAS;KG;ZPAN;ADJUDICADO;1000088036;4500127582;;;;22/5/2026;8/5/2026;C03;10149637
00365 RIO TINTO;1027761;ZSTO;FILTRO DE AIRE PRIMARIO;CNH;CNH47931042;U365;365;V1;2;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027762;ZSTO;FILTRO DE AIRE SECUNDARIO;CNH;CNH47931043;U365;365;V1;2;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027766;ZSTO;FILTRO COMB.;CNH;CNH5802104260;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027767;ZSTO;FILTRO COLADOR DEL TANQUE DE COMBUSTIBLE;CNH;CNH BU0360092;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027768;ZSTO;FILTRO COLADOR TANQUE HIDRAULICO;CNH;CNH47906175;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1027769;ZSTO;FILTRO HIDRAULICO;CNH;CNH V204010/60156;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;?;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1002180;ZSTO;CORREA TOPADOR XUN;CATERPILLA;2414981;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;CORREAS;D6T;KG;ZPAN;ADJUDICADO;1000088101;4500127843;;;;30/5/2026;10/5/2026;C29;10149735
00365 RIO TINTO;1002172;ZSTO;CORREA VENTILADOR X3 UNIDADES;CATERPILLA;4P8087;U365;365;V1;3;5;C29;FILTROS/RESPUESTOS;CORREAS;CAT D6TXL;KG;ZPAN;SIN TRATAMIENTO;1000088101;;;;;30/5/2026;10/5/2026;;10149735
00365 RIO TINTO;1018427;ZSTO;Correa A/A;CATERPILLA;1749030;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;CORREAS;CAT D6T;KG;ZPAN;ADJUDICADO;1000088101;4500127982;;;;30/5/2026;10/5/2026;C29;10149735
00365 RIO TINTO;1002981;ZSTO;FILTRO RESPIRADERO TAPA COMBUSTIBLE CSA;CATERPILLA;3507735;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;CAT 988K, 775G;KG;ZPAN;EMBALADO;1000088101;4500127404;9/6/2026;9/6/2026;;30/5/2026;10/5/2026;C29;10149735
00365 RIO TINTO;1002852;ZSTO;FILTRO TRANSMISION XUN;CATERPILLA // CATERPILLA;3283655 // 1R1809;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;FILTROS;CAT D6T, 980H;KG;ZPAN;EMBALADO;1000088101;4500127404;9/6/2026;9/6/2026;;30/5/2026;10/5/2026;C29;10149735
00365 RIO TINTO;1001783;ZSTO;ACEITE HIDRAULICO X 205L;YPF S.A. // YPF S.A.;ATF // 125492;U365;365;V1;1;2;C29;FILTROS/RESPUESTOS;LUBRICANTES;ACEITES;KG;ZPAS;SIN TRATAMIENTO;1000088895;;;;;5/6/2026;22/5/2026;;
00365 RIO TINTO;1018436;ZSSD;460E LIQUIDO FRENO;MOTORCRAFT;CC1Z/9365/E/;U365;365;RE;1;2;AGV;COMPRAS AGV;LUBRICANTES;INSUMOS;KG;ZPAN;SIN TRATAMIENTO;1000088999;;;;;8/6/2026;25/5/2026;;10150925
